"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","ConnectionReceivedId","ConnectionSentId","nFORCE__App__c","nFORCE__Body__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c","nFORCE__Taxonomy_Id__c","nFORCE__Parameters__c","nFORCE__Body_Type__c","nFORCE__Description__c"
"a2EDm0000008oD3MAI","005Dm000000nnayIAA","","Summary","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-ind-summary","llc_bi__new_customer_summary_app","","","false","nforce__navigation","","","a2GDm000000LGBMMA4","nforce__sub_navigation","","nforce__nctopbar","42536397464639900","loan-ind-summary","","",""
"a2EDm0000008oD4MAI","005Dm000000nnayIAA","","Finish","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-ind-finish","llc_bi__customer_creation_finish_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42359167049679300","loan-ind-finish","","",""
"a2EDm0000008oD5MAI","005Dm000000nnayIAA","","Primary Relationship","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-primary-relationship","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42791111998716400","loan-bus-primary-relationship","","",""
"a2EDm0000008oD6MAI","005Dm000000nnayIAA","","Relationship Type","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-relationship-type","llc_bi__relationship_type_selection_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42915651683485800","loan-bus-relationship-type","","",""
"a2EDm0000008oD7MAI","005Dm000000nnayIAA","","Relationship Search","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-relationship-search","llc_bi__relationship_search_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42471381436319600","loan-bus-relationship-search","","",""
"a2EDm0000008oD8MAI","005Dm000000nnayIAA","","Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-relationship-details","llc_bi__relationship_details_app","","","false","nforce__navigation","","","a2GDm000000LGBNMA4","nforce__sub_navigation","","nforce__nctopbar","42763264551465500","loan-bus-relationship-details","","",""
"a2EDm0000008oD9MAI","005Dm000000nnayIAA","","Know Your Customer","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-kyc","llc_bi__questionnaire_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42211704224266000","loan-bus-kyc","","",""
"a2EDm0000008oDAMAY","005Dm000000nnayIAA","","Documents","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-documents","llc_bi__retail_customer_creation_docman","","","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nforce__nctopbar","42544119548250200","loan-bus-documents","","",""
"a2EDm0000008oDBMAY","005Dm000000nnayIAA","","Connected Relationships","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-add-connected-relationships","llc_bi__relationship_type_connection_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42761422789527100","loan-bus-add-connected-relationships","","",""
"a2EDm0000008oDCMAY","005Dm000000nnayIAA","","Relationship Type","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-connected-relationship-type","llc_bi__relationship_type_selection_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42620118146369400","loan-bus-connected-relationship-type","","",""
"a2EDm0000008oDDMAY","005Dm000000nnayIAA","","Relationship Search","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-connected-relationship-search","llc_bi__relationship_search_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42395904202769700","loan-bus-connected-relationship-search","","",""
"a2EDm0000008oDEMAY","005Dm000000nnayIAA","","Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-connected-relationship-details","llc_bi__relationship_details_app","","","false","nforce__navigation","","","a2GDm000000LGBNMA4","nforce__sub_navigation","","nforce__nctopbar","42343861504726400","loan-bus-connected-relationship-details","","",""
"a2EDm0000008oDFMAY","005Dm000000nnayIAA","","Know Your Customer","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-connected-kyc","llc_bi__questionnaire_relationship_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42731679519870600","loan-bus-connected-kyc","","",""
"a2EDm0000008oDGMAY","005Dm000000nnayIAA","","Documents","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-connected-documents","llc_bi__retail_customer_creation_docman","","","false","nFORCE__Navigation","","","","nFORCE__Sub_Navigation","","nforce__nctopbar","42973547697298500","loan-bus-connected-documents","","",""
"a2EDm0000008oDHMAY","005Dm000000nnayIAA","","Summary","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-summary","llc_bi__new_customer_summary_app","","","false","nforce__navigation","","","a2GDm000000LGBNMA4","nforce__sub_navigation","","nforce__nctopbar","42605168320790500","loan-bus-summary","","",""
"a2EDm0000008oDIMAY","005Dm000000nnayIAA","","Finish","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-bus-finish","llc_bi__customer_creation_finish_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42635798143950800","loan-bus-finish","","",""
"a2EDm0000008oDJMAY","005Dm000000nnayIAA","","Choose a Product Line","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","selection","llc_bi__product_line_selection_app","","","false","nforce__blank","","","","nforce__sub_navigation","","nforce__nctopbar","42026424853476900","selection","","",""
"a2EDm0000008oDKMAY","005Dm000000nnayIAA","","Product Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pc-product-details","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42315220753414600","pc-product-details","","",""
"a2EDm0000008oDLMAY","005Dm000000nnayIAA","","Product Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pc-product-selection","llc_bi__product_selection_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42230393977873600","pc-product-selection","","",""
"a2EDm0000008oDMMAY","005Dm000000nnayIAA","","Know Your Customer","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pc-kyc","llc_bi__questionnaire_deposit_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42300907063224500","pc-kyc","","",""
"a2EDm0000008oDNMAY","005Dm000000nnayIAA","","Beneficiary","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pc-beneficiary","llc_bi__beneficiary_app","","","false","nforce__navigation","","","a2GDm000000LGBOMA4","nforce__sub_navigation","","nforce__nctopbar","42800683033467700","pc-beneficiary","","",""
"a2EDm0000008oDOMAY","005Dm000000nnayIAA","","Ownership & Roles","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pc-ownership-and-roles","nforce__blank","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42981764520261800","pc-ownership-and-roles","","",""
"a2EDm0000008oDPMAY","005Dm000000nnayIAA","","Account Structure & Roles","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pc-account-structure-and-roles","llc_bi__structure_and_roles_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42282693176971200","pc-account-structure-and-roles","","",""
"a2EDm0000008oDQMAY","005Dm000000nnayIAA","","Ancillary Services","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","pc-ancillary-services","llc_bi__ancillary_products_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42379018245519300","pc-ancillary-services","","",""
"a2EDm0000008oDTMAY","005Dm000000nnayIAA","","Questionnaires","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","questions","llc_bi__questionnaire_admin_app","","","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__nctopbar","42363962839426600","questions","","",""
"a2EDm0000008oDUMAY","005Dm000000nnayIAA","","Document Manager","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","unidoc","ndoc__universaldocmanconfiglandingpage","","","false","nforce__navigation","4.0","","","nforce__sub_navigation","","nforce__topbar","42692383751537500","unidoc","","",""
"a2EDm0000008oDVMAY","005Dm000000nnayIAA","","Deposit Accounts","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","unidoc-LLC_BI__Deposit__c","ndoc__universaldocmanconfiguration","","","false","nforce__navigation","1.0","","","nforce__sub_navigation","","nforce__topbar","42578866279751800","unidoc-LLC_BI__Deposit__c","","",""
"a2EDm0000008oDWMAY","005Dm000000nnayIAA","","Treasury Management","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","unidoc-LLC_BI__Treasury_Service__c","ndoc__universaldocmanconfiguration","","","false","nforce__navigation","2.0","","","nforce__sub_navigation","","nforce__topbar","42491909366815900","unidoc-LLC_BI__Treasury_Service__c","","",""
"a2EDm0000008oDXMAY","005Dm000000nnayIAA","","Relationships","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","unidoc-Account","ndoc__universaldocmanconfiguration","","","false","nforce__navigation","3.0","","","nforce__sub_navigation","","nforce__topbar","42271426899118300","unidoc-Account","","",""
"a2EDm0000008oDaMAI","005Dm000000nnayIAA","","Collateral Pledged","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","collateral-pledged","nforce__korelatedtable","","n-icon-relationship","false","nforce__navigation","","","a2GDm000000LGBRMA4","nforce__sub_navigation","","nforce__topbar","42856978155953300","collateral-pledged","","",""
"a2EDm0000008oDbMAI","005Dm000000nnayIAA","","Collateral Value","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","collateral-value","nforce__kodatagridlookup","","n-icon-relationship","false","nforce__navigation","","","a2GDm000000LGBSMA4","nforce__sub_navigation","","nforce__topbar","42697382044274900","collateral-value","","",""
"a2EDm0000008oDeMAI","005Dm000000nnayIAA","","Approved Fees","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","fees-approved-m","nforce__korelatedtable","","n-icon-relationship","false","nforce__navigation","","","a2GDm000000LGBVMA4","nforce__sub_navigation","","nforce__topbar","42199926702699300","fees-approved-m","","",""
"a2EDm0000008oDfMAI","005Dm000000nnayIAA","","Key Dates","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","key-dates","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBWMA4","nforce__sub_navigation","","nforce__topbar","42338076987534100","key-dates","","",""
"a2EDm0000008oDgMAI","005Dm000000nnayIAA","","Post Closing Review","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","post-closing-review","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBXMA4","nforce__sub_navigation","","nforce__topbar","42395728864614000","post-closing-review","","",""
"a2EDm0000008oDkMAI","005Dm000000nnayIAA","","Third Party Reports","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","third-party-reports-m","nforce__ncrelatedlist","","n-icon-relationship","false","nforce__navigation","","","a2GDm000000LGBbMAO","nforce__sub_navigation","","nforce__topbar","a2EDm0000008oDkMAI","third-party-reports-m","","",""
"a2EDm0000008oDnMAI","005Dm000000nnayIAA","","Approved Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-detail-approved-m","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBeMAO","nforce__sub_navigation","","nforce__topbar","42689013657392600","loan-detail-approved-m","","",""
"a2EDm0000008oDrMAI","005Dm000000nnayIAA","","Fees","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","fees-custom","nforce__ncrelatedlist","","n-icon-relationship","false","nforce__navigation","","","a2GDm000000LGBjMAO","nforce__sub_navigation","","nforce__topbar","42956329664862300","fees-custom","","",""
"a2EDm0000008oDsMAI","005Dm000000nnayIAA","","Participations","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","participations-custom-m","nforce__ncrelatedlist","","n-icon-relationship","false","nforce__navigation","","","a2GDm000000LGBkMAO","nforce__sub_navigation","","nforce__topbar","42787367861254400","participations-custom-m","","",""
"a2EDm0000008oDtMAI","005Dm000000nnayIAA","","Loan Products","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","relationship-loan-products-default","nforce__korelatedtable","","n-icon-loan","false","nforce__inline_navigation","","","a2GDm000000LGBhMAO","nforce__sub_navigation","","nforce__blank","42690556197073900","relationship-loan-products-default","","",""
"a2EDm0000008oDuMAI","005Dm000000nnayIAA","","New Entity Involvement","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","relationship-new-involvement-default","llc_bi__relationship_new_entity_involvement","","n-icon-relationship","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__blank","42171007645958900","relationship-new-involvement-default","","",""
"a2EDm0000008oDvMAI","005Dm000000nnayIAA","","Deposit Products","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","relationship-deposit-products-default","nforce__korelatedtable","","fa fa-lock fa-lg","false","nforce__inline_navigation","","","a2GDm000000LGBlMAO","nforce__sub_navigation","","nforce__blank","42773223756306200","relationship-deposit-products-default","","",""
"a2EDm0000008oDwMAI","005Dm000000nnayIAA","","Pricing","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-pricing-approved-m","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBmMAO","nforce__sub_navigation","","nforce__topbar","42190124760937500","loan-pricing-approved-m","","",""
"a2EDm0000008oDxMAI","005Dm000000nnayIAA","","Covenants","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","covenants-default","llc_bi__loancovenantrelatedlist","","n-icon-covenant","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42104912723892300","covenants-default","","",""
"a2EDm0000008oDyMAI","005Dm000000nnayIAA","","CRA Reporting","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","community-reinvestment-act-default","llc_bi__cra_reporting","","n-icon-treasury_management","false","nforce__navigation","","","a2GDm000000LGBnMAO","nforce__sub_navigation","","nforce__topbar","42946539675319300","community-reinvestment-act-default","","",""
"a2EDm0000008oE0MAI","005Dm000000nnayIAA","","Adverse Action","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","action-decline-loan-default-m","llc_bi__adverseaction","","n-icon-reject","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42475967709447000","action-decline-loan-default-m","","",""
"a2EDm0000008oE1MAI","005Dm000000nnayIAA","","DocuSign","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","document-default","llc_bi__docusignreview","","n-icon-generate","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42597890468036400","document-default","","",""
"a2EDm0000008oE2MAI","005Dm000000nnayIAA","","Generate","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","document-generate-default","llc_bi__docusigngenerate","","n-icon-generate","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42362005733974100","document-generate-default","","",""
"a2EDm0000008oE4MAI","005Dm000000nnayIAA","","Book to Servicing System","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-book-servicing-system","","","n-icon-booked","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42327357405093400","action-book-servicing-system","","",""
"a2EDm0000008oE5MAI","005Dm000000nnayIAA","","View Borrowing Tree","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-borrowing-tree","llc_bi__borrower_tree_loan","","n-icon-change","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42397805431437000","action-borrowing-tree","","",""
"a2EDm0000008oE6MAI","005Dm000000nnayIAA","","Delete","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-delete-loan","llc_bi__loan_renewal_page","","n-icon-remove_delete","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42873196557447700","action-delete-loan","","",""
"a2EDm0000008oE7MAI","005Dm000000nnayIAA","","New Limit/Sublimit/Takedown","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-limit-sublimit-takedown","llc_bi__loanproducts","","n-icon-misc10","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42643405387097900","action-limit-sublimit-takedown","complex=1","",""
"a2EDm0000008oE8MAI","005Dm000000nnayIAA","","Manage Customer Portal","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-manage-portal-user","nportal__manageportaluserfromloan","","n-icon-misc11","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42899580444935400","action-manage-portal-user","","",""
"a2EDm0000008oE9MAI","005Dm000000nnayIAA","","Review","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-relationship-review","llc_bi__accountreview","","n-icon-search","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42193887480614600","action-relationship-review","","",""
"a2EDm0000008oEAMAY","005Dm000000nnayIAA","","Send to Doc Prep","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","action-send-to-doc-prep","llclp__laserpro_review","","n-icon-misc","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42336008698778500","action-send-to-doc-prep","","",""
"a2EDm0000008oEBMAY","005Dm000000nnayIAA","","Adverse Actions","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","adverse-actions","nforce__korelatedtable","","n-icon-reject","false","nforce__navigation","","","a2GDm000000LGBqMAO","nforce__sub_navigation","","nforce__topbar","42672175658949400","adverse-actions","","",""
"a2EDm0000008oECMAY","005Dm000000nnayIAA","","Collateral","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","collateral2","nforce__korelatedtable","","n-icon-collateral","false","nforce__navigation","","","a2GDm000000LGBRMA4","nforce__sub_navigation","","nforce__topbar","42426914232466300","collateral2","","",""
"a2EDm0000008oEDMAY","005Dm000000nnayIAA","","Construction Details","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","construction-details","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBoMAO","nforce__sub_navigation","","nforce__topbar","42060991999334300","construction-details","","",""
"a2EDm0000008oEEMAY","005Dm000000nnayIAA","","Loan Dashboard SBA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","dashboard-sba-loan-m","llc_bi__loan_dashboard","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBrMAO","nforce__sub_navigation","","nforce__topbar","42817347897717800","dashboard-sba-loan-m","","",""
"a2EDm0000008oEFMAY","005Dm000000nnayIAA","","Fees","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","fees","nforce__korelatedtable","","n-icon-fees","false","nforce__navigation","","","a2GDm000000LGBsMAO","nforce__sub_navigation","","nforce__topbar","42964937235884800","fees","","",""
"a2EDm0000008oEGMAY","005Dm000000nnayIAA","","Hierarchy","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","hierarchy","llc_bi__facility_hierarchy","","n-icon-loan","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42768794057503700","hierarchy","","",""
"a2EDm0000008oEHMAY","005Dm000000nnayIAA","","Narrative","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","loan-narrative","nforce__ncdatagrid","","n-icon-loan","false","nforce__navigation","","","a2GDm000000LGBtMAO","nforce__sub_navigation","","nforce__topbar","42764857076592300","loan-narrative","","",""
"a2EDm0000008oEIMAY","005Dm000000nnayIAA","","Loan Team","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","","","","","loan-team-m","nforce__ncrelatedlist","","n-icon-team","false","nforce__navigation","","","a2GDm000000LGBuMAO","nforce__sub_navigation","","nforce__topbar","42160814162644600","loan-team-m","","",""
"a2EDm0000008oEJMAY","005Dm000000nnayIAA","","Manage Collateral","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","manage-collateral-m","llc_bi__ui_collateralmanagement","","n-icon-collateral","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","a2EDm0000008oEJMAY","manage-collateral-m","","",""
"a2EDm0000008oEKMAY","005Dm000000nnayIAA","","Manage Fees","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","manage-fees","llc_bi__managefeefromloan","","n-icon-fee","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42666518678145200","manage-fees","","",""
"a2EDm0000008oELMAY","005Dm000000nnayIAA","","Manage Loan Team","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","manage-loan-team","LLC_BI__TeamManagementLoan","","n-icon-loan","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__topbar","42685110273934600","manage-loan-team","","",""
"a2EDm0000008oEMMAY","005Dm000000nnayIAA","","Manage Memos","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","manage-memos","llc_bi__memo","","n-icon-relationship","false","nforce__navigation","","","","nforce__sub_navigation","","nforce__topbar","42478387045668900","manage-memos","","",""
"a2EDm0000008oENMAY","005Dm000000nnayIAA","","Memos","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","memos","nforce__ncrelatedlist","","n-icon-memo","false","nforce__navigation","","","a2GDm000000LGBvMAO","nforce__sub_navigation","","nforce__topbar","42457019908624400","memos","","",""
"a2EDm0000008oESMAY","005Dm000000nnayIAA","","Participations","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","participations","nforce__ncrelatedlist","","n-icon-share","false","nforce__navigation","","","a2GDm000000LGC0MAO","nforce__sub_navigation","","nforce__topbar","42929961716748600","participations","","",""
"a2EDm0000008oEUMAY","005Dm000000nnayIAA","","Credit Reports","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","relationship-biz-contacts","ncbc__CBCAccountRelatedList","","n-icon-loan","false","nforce__inline_navigation","","","a2GDm000000LGC2MAO","nforce__sub_navigation","","nforce__topbar","42838314316084800","relationship-biz-contacts","","",""
"a2EDm0000008oEVMAY","005Dm000000nnayIAA","","Collateral Owned","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","relationship-collateral2","nforce__ncrelatedlist","","n-icon-collateral","false","nforce__navigation","","","a2GDm000000LGC3MAO","nforce__sub_navigation","","nforce__topbar","42381021582798200","relationship-collateral2","","",""
"a2EDm0000008oEWMAY","005Dm000000nnayIAA","","Connections","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","","","","","relationship-connections","c__connectiontreepage","","n-icon-loan","false","nforce__inline_navigation","","","","nforce__sub_navigation","","nforce__topbar","42615543897807400","relationship-connections","","",""
