"Id","IsDeleted","Name","SetupOwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Category_Name__c","nFORCE__Is_Active__c","nFORCE__Key__c","nFORCE__Value__c","nFORCE__Description__c","nFUSE__Is_Encrypted__c","nFUSE__Value_Data_Type__c","nFORCE__Institution_ID__c"
"a1TDm0000004jCfMAI","","8457350A17BC41D58587348E0C9977B4","","2023-02-24T16:04:45.000Z","005Dm000001PCRlIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRlIAO","","Analytics Communicator","true","HTTP.Header.Content-Type","application/json","","false","",""
"a1TDm0000004jCgMAI","","783D62160A56438895799EABD151E47E","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","HTTP.Verb","POST","","false","",""
"a1TDm0000004jChMAI","","0569CB2C36484AD88BEF8DC2F40B89D3","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","OAUTH2_AUTH_URL","https://ncino.my.salesforce.com/services/oauth2/authorize","","false","",""
"a1TDm0000004jCiMAI","","60831926982C4854881BDF22F072042F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","OAUTH2_CONSUMER_KEY","3MVG9A2kN3Bn17hs.vAo_dESBNSslTMoQjH7h3xBlV4k83xjrbax1EPv4AZp9aSKzBQDFAtIQzzApKrvQ6wgI","","false","",""
"a1TDm0000004jCjMAI","","1ACE9E443E514886B3EAB026CD019D23","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","OAUTH2_REFRESH_CODE","","","false","",""
"a1TDm0000004jCkMAI","","E24F3BC9C1F74AFF881828389518CA95","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","OAUTH2_REDIRECT_URL","https://login.salesforce.com/apex/nBIDC__Configure_OAuth2_Provider?providerName=Analytics+Communicator","","false","",""
"a1TDm0000004jClMAI","","48D6EBB7C4114791B9408E9DA4F0C4E8","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","HTTP.TimeOut","120000","","false","",""
"a1TDm0000004jCmMAI","","D98D6508124E403FB7E5F3AFE451F068","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","OAUTH2_TOKEN_URL","https://ncino.my.salesforce.com/services/oauth2/token","","false","",""
"a1TDm0000004jCnMAI","","65F340E6F5194325A2B52B12767CACF8","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","OAUTH2_CONSUMER_SECRET","3222641940155146575","","false","",""
"a1TDm0000004jCoMAI","","C6C1F4DED6784644B9824A568FECE6FE","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Analytics Communicator","true","OAUTH2_AUTH_CODE","","","false","",""
"a1TDm0000004jCpMAI","","180161E7_1BC0_45F1_B762_B1E847EC5B8B","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","collateral_import_enabled","false","This system property allows the user to import collateral documents into the Loan View. On installation, the system sets the value to true.","false","",""
"a1TDm0000004jCqMAI","","DAB8F160_D723_481E_AA30_2F61042CFBE8","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","relationship_import_enabled","True","This system property allows the user to import relationship documents into all Views except the Collateral and Relationship Views. On installation, the system sets the value to true.","false","",""
"a1TDm0000004jCrMAI","","EA71B624_097E_4CC7_8222_F2A708D79D4F","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","document_waive_to_status","Waived","This system property contains the status placeholders assume when required or custom checklist criteria change. On installation, the system sets this value to Waived.","false","",""
"a1TDm0000004jCsMAI","","9855FBA6_6D81_4CFE_994F_29E4088A1984","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","document_waivable_statuses","Open","This system property contains the statuses of placeholders that the system automatically waives when the required or custom checklist criteria change in a semicolon delimited list. On installation, the systems sets this value to Open.","false","",""
"a1TDm0000004jCtMAI","","79DFCB10_0E18_4FAE_9556_79FA09400C77","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","upload mb limit","40","Sets a size limit on documents that can be uploaded to classic Document Manager;
            if left blank, no file size limit will be enforced.","false","",""
"a1TDm0000004jCuMAI","","AAC4FF46_B393_461B_AB26_93C32504F187","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","allowed_file_extensions","","This system property contains the file extension types allowed in all Document Manager views in a comma delimited list. On installation, the system sets this value to blank, allowing all extension types. Do not enter periods (Example: pdf,jpg).","false","",""
"a1TDm0000004jCvMAI","","4E792251_A345_47A4_BB42_0FA184C21CAF","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document_manager_S3_external_storage","true","S3_storage_enabled","false","This system property enables classic Document Manager to store documents on a third-party storage provider. On installation, the system sets this value to false.","false","",""
"a1TDm0000004jCwMAI","","Borrower Entity Involvement","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Entity Involvement Configuration","false","BorrowerPickListValue","","","false","",""
"a1TDm0000004jCxMAI","","Guarantor Entity Involvement","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Entity Involvement Configuration","false","GurarantorPickListValue","","","false","",""
"a1TDm0000004jCyMAI","","42570983090395326","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Rule_Engine_Communicator","true","HTTP.Verb","POST","","false","",""
"a1TDm0000004jCzMAI","","42129099566880276","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Rule_Engine_Communicator","true","OAUTH2_AUTH_URL","https://site-dream-952.my.salesforce.com/services/oauth2/authorize","","false","",""
"a1TDm0000004jD0MAI","","42919049086921076","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Rule_Engine_Communicator","true","OAUTH2_TOKEN_URL","https://site-dream-952.my.salesforce.com/services/oauth2/token","","false","",""
"a1TDm0000004jD1MAI","","42565555563835541","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Rule_Engine_Communicator","true","OAUTH2_REDIRECT_URL","https://site-dream-952.my.salesforce.com/apex/nforce__Administration?app=admin.ruleengineoauth2","","false","",""
"a1TDm0000004jD2MAI","","42707517131516300","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Rule_Engine_Communicator","true","HTTP.TimeOut","120000","","false","",""
"a1TDm0000004jD3MAI","","42881587167735781","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Rule_Engine_Communicator","true","HTTP.Header.Content-Type","application/json","","false","",""
"a1TDm0000004jD4MAI","","3D597511_0942_4EA1_811C_FE74811E4752","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","BOOKED_LOAN_COV_ACTIVE","true","BookedLoanSetCovenantsActive","true","","false","",""
"a1TDm0000004jD5MAI","","032B9EE17A2042FD9A2506997623E84D","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","REST Analytics Communicator","true","HTTP.Header.Content-Type","application/json","","false","",""
"a1TDm0000004jD6MAI","","BC89BDC8_F07E_4F5C_90B3_A51519DD7199","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Encryption","true","Platform Encryption Enabled","false","","false","",""
"a1TDm0000004jD7MAI","","9DD995F3_7AC1_42BB_BF19_1EC3B23BFB47","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","Product Package Children","LLC_BI__Loan__c;LLC_BI__Treasury_Service__c;LLC_BI__Deposit__c","This system property contains the API names of the child objects you want to display in Product Package View and Product Package Documents View in a semicolon delimited list. On installation, the system includes Loan, Treasury Service, and Deposit.","false","",""
"a1TDm0000004jD8MAI","","E7AD939C_33C3_4E11_9E84_2F682E3D7092","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","IFORCE Settings","true","Mask Data Default","true","","false","",""
"a1TDm0000004jD9MAI","","Pricing.RateStructure.Fixed","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Pricing Config","true","Fixed","Fixed","","false","",""
"a1TDm0000004jDAMAY","","Pricing.RateStructure.Floating","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Pricing Config","true","Floating","Variable","","false","",""
"a1TDm0000004jDBMAY","","26514543_FC2F_459B_8886_0B3B1158D64B","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","Classic Document Manager Enabled","false","This system property enables the Classic version of Document Manager. You must set the the Value to false if the financial institution is using Universal Loan Document Manager.","false","",""
"a1TDm0000004jDCMAY","","CIP Loan","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","connected_involvement_products","true","loan","LLC_BI__Loan__c","","false","",""
"a1TDm0000004jDDMAY","","CIT Borrower","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","connected_involvement_types","true","Borrower","Borrower Household","","false","",""
"a1TDm0000004jDEMAY","","CIT Co-Borrower","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","connected_involvement_types","true","Co-Borrower","Borrower Household","","false","",""
"a1TDm0000004jDFMAY","","CIT Guarantor","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","connected_involvement_types","true","Guarantor","Guarantor Household","","false","",""
"a1TDm0000004jDGMAY","","CIT Limited Guarantor","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","connected_involvement_types","true","Limited Guarantor","Guarantor Household","","false","",""
"a1TDm0000004jDHMAY","","ITP Borrower","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Borrower","10","","false","",""
"a1TDm0000004jDIMAY","","ITP Co-Borrower","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Co-Borrower","20","","false","",""
"a1TDm0000004jDJMAY","","ITP Guarantor","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Guarantor","30","","false","",""
"a1TDm0000004jDKMAY","","ITP Limited Guarantor","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Limited Guarantor","40","","false","",""
"a1TDm0000004jDLMAY","","ITP Related Entity","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Related Entity","50","","false","",""
"a1TDm0000004jDMMAY","","ITP Borrower Household","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Borrower Household","60","","false","",""
"a1TDm0000004jDNMAY","","ITP Guarantor Household","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Guarantor Household","70","","false","",""
"a1TDm0000004jDOMAY","","CI Primary","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","connected_involvement_types","true","Primary","Deposit Household","","false","",""
"a1TDm0000004jDPMAY","","CI Secondary","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","connected_involvement_types","true","Secondary","Deposit Household","","false","",""
"a1TDm0000004jDQMAY","","CI Deposits","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","connected_involvement_products","true","deposit","LLC_BI__Deposit__c","","false","",""
"a1TDm0000004jDRMAY","","EnableApprovalPropagationDeposit","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","complex_deal_support","true","propagate_actions.deposits","true","","false","",""
"a1TDm0000004jDSMAY","","Primary Precedence","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Primary","80","","false","",""
"a1TDm0000004jDTMAY","","Secondary Precedence","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Secondary","90","","false","",""
"a1TDm0000004jDUMAY","","Deposit Household Precedence","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","involvement_type_precedence","true","Deposit Household","100","","false","",""
"a1TDm0000004jDVMAY","","42988007816150762","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","AWS_Data_Platform_Communicator","true","OAUTH2_AUTH_URL","https://psomastercommercialcore.my.salesforce.com/services/oauth2/authorize","","false","",""
"a1TDm0000004jDWMAY","","42481769733882707","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","AWS_Data_Platform_Communicator","true","OAUTH2_TOKEN_URL","https://psomastercommercialcore.my.salesforce.com/services/oauth2/token","","false","",""
"a1TDm0000004jDXMAY","","42172689406892551","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","AWS_Data_Platform_Communicator","true","HTTP.Header.Content-Type","application/json","","false","",""
"a1TDm0000004jDYMAY","","42221796346018380","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","AWS_Data_Platform_Communicator","true","OAUTH2_REDIRECT_URL","https://psomastercommercialcore.my.salesforce.com/apex/nforce__Administration?app=admin.aws-data-auth","","false","",""
"a1TDm0000004jDZMAY","","42898950782956029","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","AWS_Data_Platform_Communicator","true","HTTP.Verb","POST","","false","",""
"a1TDm0000004jDaMAI","","42515802943714980","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","AWS_Data_Platform_Communicator","true","HTTP.TimeOut","120000","","false","",""
"a1TDm0000004jDbMAI","","42773623479198618","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","AWS_Data_Platform_Communicator","true","Data Management Configure Path","/data-management/configure","","false","",""
"a1TDm0000004jDcMAI","","2068734A_3C20_447F_8157_1A4D5B4D2A3A","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Relationship_Management","true","Relationships_Filter_All_Fieldset","LLC_BI__Entity_Involvement_All_Relationships","This system property controls the field set for the all filter on the relationship search and suggested modal. By default, it is active and the value is LLC_BI__Entity_Involvement_All_Relationships.","false","",""
"a1TDm0000004jDdMAI","","64540038_4A48_4A3A_871B_6B39576B1344","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Relationship_Management","true","Relationships_Filter_Businesses_Fieldset","LLC_BI__Entity_Involvement_Businesses_Field_Set","This system property controls the field set for the businesses filter on the relationship search and suggested modal. By default, it is active and the value is LLC_BI__Entity_Involvement_Businesses_Field_Set.","false","",""
"a1TDm0000004jDeMAI","","3C6E741A_4B15_494D_A542_216E4F1A395E","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Relationship_Management","true","Relationships_Filter_Individuals_Fieldset","LLC_BI__Entity_Involvement_Individuals_Field_Set","This system property controls the field set for the individuals filter on the relationship search and suggested modal. By default, it is active and the value is LLC_BI__Entity_Involvement_Individuals_Field_Set.","false","",""
"a1TDm0000004jDfMAI","","6849464628426846229486","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Form Generation","true","PDF_Retry_Attempts","10","This system property determines the number of times the system will attempt to generate a PDF during manual form generation.","false","",""
"a1TDm0000004jDgMAI","","C3A7276D_F278_4CFB_99A7_368F87D86256","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Fee Management","true","Add Fees Field Set","Manage_Fees_Enhanced","This system property's value contains the name of the field set that displays in the Add Fees modal. On installation, the system sets Is Active to true and the value to Manage_Fees_Enhanced.","false","",""
"a1TDm0000004jDhMAI","","573D1B29_2749_4821_A322_09770E211F62","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Pricing Calculations","true","Pricing Calculations Cross-Package Name","nFORCE.ACrossPackageService:sproc-perform-pricing-calculation-v1","This system property specifies the cross-package bean name to which the system refers when running compliance calculations. By default, the system property value is nFORCE.ACrossPackageService:sproc-perform-pricing-calculation-v1.","false","",""
"a1TDm0000004jDiMAI","","4175463F_5139_495E_AE1F_190D5967630E","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Credit Reporting","true","Credit Reporting Namespace","nFUSE","The namespace that the credit reporting domain will reference. This can be updated to allow for development of the credit reporting domain in unmanaged environments.","false","",""
"a1TDm0000004jDjMAI","","A9C80CC8_158C_4B0E_AFA4_CBCBDEF6A0BF","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Form Generation","true","PDF_Wait_Period","4","This system property determines the number of seconds the system waits between retry attempts to generate a PDF during manual form generation. By default, it is active and the value is 4.","false","",""
"a1TDm0000004jDkMAI","","041D4F86_2A89_429C_B2AB_72B9DFA5A93F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Form Generation","true","PDF_Process_Retry_Attempts","3","This system property determines the number of times the system will retry the entire process to generate a PDF during manual form generation. By default, it is active and the value is 3.","false","",""
"a1TDm0000004jDlMAI","","BEEFC26D_5D6E_4C2E_8C13_72356FD66654","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Fee Management","true","Add Fees Field Set","Manage_Fees_Enhanced","This system property's value contains the name of the field set that displays in the Add Fees modal. On installation, the system sets Is Active to true and the value to Manage_Fees_Enhanced.","false","",""
"a1TDm0000004jDmMAI","","9417639364179361793674","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","complex_deal_support","true","multi_level_hierarchy_structures","Multi Level Future,Regular Future","","false","",""
"a1TDm0000004jDnMAI","","EFD4FBF0_D244_4FB5_9896_8BEF1938FEB2","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Fee Management","true","Add Fees Field Set","Manage_Fees_Enhanced","This system property's value contains the name of the field set that displays in the Add Fees modal. On installation, the system sets Is Active to true and the value to Manage_Fees_Enhanced.","false","",""
"a1TDm0000004jDoMAI","","2837BEEA_18F8_4D8B_AE8C_87E9806DACCB","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","Fee Management","true","Add Fees Field Set","Manage_Fees_Enhanced","This system property's value contains the name of the field set that displays in the Add Fees modal. On installation, the system sets Is Active to true and the value to Manage_Fees_Enhanced.","false","",""
"a1TDm0000004jDpMAI","","5C76721B_3130_472D_973E_7B62284C730F","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","HMDA_Automation","true","Max_Entity_Records","4","Defines the maximum number (not more than 10) of entity compliance records the HMDA Entity Compliance Automation service can create.","false","",""
"a1TDm0000004jDqMAI","","4353425412533434135345","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","complex_deal_support","true","exclude_structure_hierarchy_from_exposure","Limit,Sub Limit,Takedown","","false","",""
"a1TDm0000004jDrMAI","","97149251492592415914741","","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","2023-02-24T16:04:45.000Z","005Dm000000nnayIAA","","complex_deal_support","true","Child_Loan_Summed_Amount_Validation","false","","false","",""
"a1TDm0000004jDsMAI","","42221676039576582","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","nCino AWS Communicator","true","CLIENT_ENVIRONMENT","Production","","false","",""
"a1TDm0000004jDtMAI","","42919173231059538","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","nCino_AWS_Data_Management","true","Show OAuth Information","false","","false","",""
"a1TDm0000004jDuMAI","","1C553852_5060_4F25_A16D_604C5F792861","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","nCino UI","false","Prevent Static Key Change","false","","false","",""
"a1TDm0000004jDvMAI","","29251168_4032_4E02_BB72_5D0C60572960","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Deal Management Workspace","false","dmw_loan_filter_field_set","LLC_BI__ReviewDisplay","This system property enables administrators to configure field set-driven filters for the Loan object in the Commercial Workspace. On installation, the system sets Is Active to false and the value to LLC_BI__ReviewDisplay.","false","",""
"a1TDm0000004jDwMAI","","50574D6A_146F_4A76_BC48_391614106F53","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Deal Management Workspace","true","dmw_treasury_service_filter_field_set","","This system property enables administrators to configure field set-driven filters for the Treasury Service object in the Commercial Workspace. On installation, the system sets Is Active to true and the value to blank.","false","",""
"a1TDm0000004jDxMAI","","4D111226_012C_4145_8C54_0038252A2431","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","Document Manager Viewer Permissions","true","Placeholder Viewer Permissions Modal Options","","This system property contains the record ID of either Profiles, Groups, or Roles to allow administrations to configure which Groups, Roles, or Profiles display within the Placeholder Viewer Modal. By default, this system property is active.","false","",""
"a1TDm0000004jDyMAI","","2E647649_3C06_4C45_9122_58245704313A","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Collateral Management","true","Create Original Valuation","false","When active and the value is set to true, this system property automatically creates a collateral valuation record for the original collateral value when a collateral management record is created. By default, it is active and the value is false.","false","",""
"a1TDm0000004jDzMAI","","440B4632_0B66_427A_B16F_65390D7F1C04","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","Document Manager Viewer Permissions","false","External Placeholder Viewer Permissions","true","This system property controls Document Manager Viewer Permissions for partners with community licenses. When the system property is enabled the following records are hidden: placeholders with no value in the viewer groups, viewer role, or viewer profile.","false","",""
"a1TDm0000004jE0MAI","","13123A4A_357A_491F_9C51_764050176537","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","nCino Auditing","true","Retention Period","180","This system property contains the log retention period in days. On installation, the system sets Is Active to true and the value to 180.","false","",""
"a1TDm0000004jE1MAI","","22345630_1A3E_4F09_9F24_3B671133262F","","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","2023-02-24T16:04:45.000Z","005Dm000001PCRhIAO","","document manager","true","Hide E-Signature Save and Close Button","false","This system property hides the save and close button that is vendor specific to some e-sign workflows. On installation, the system sets Is Active to true and the value to false.","false","",""
"a1TDm0000004jE2MAI","","000002AC_8BD8_4691_8876_EC199412CA0B","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Usage Analytics","true","Usage Analytics Vendor Connector","nFORCE.AwsConnector","","false","",""
"a1TDm0000004jE3MAI","","000003AC_8BD8_4691_8876_EC199412CA0B","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Usage Analytics","true","Vendor settings Endpoint","/vendor-settings/vendor-settings","","false","",""
"a1TDm0000004jE4MAI","","000004AC_8BD8_4691_8876_EC199412CA0B","","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR8IAO","","Usage Analytics","true","Usage Analytics Provider Resource Path","https://web-sdk.aptrinsic.com/api/aptrinsic.js","This system property transmits data to usage analytics providers. On installation, the system sets Is Active to true and the value to the analytics URI.","false","",""
"a1TDm0000004jE5MAI","","00000384_1EFC_4434_813D_2597F1A5BE02","","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","2023-02-24T16:04:45.000Z","005Dm000001PCR9IAO","","Collateral Management","false","Enable Dynamic Fields in the Add New Collateral pop-out window","true","This system property enables dynamic field rendering based on the conditional display criteria configured for the Add New Collateral pop-out window. On installation, the system sets Is Active to false and the value to true.","false","",""
